year,month,day,tempavg,DPavg,humidity,SLPavg,visibilityavg,windavg,Rainfall
2014,6,20,26.76,9.21,81.88,1026.23,4.36,3.84,95.48
2014,6,21,23.57,7.63,78.59,1043.38,14.77,10.35,34.81
2014,6,22,1.55,21.9,60.35,995.67,5.17,9.82,172.01
2014,6,23,13.8,8.43,94.87,1023.33,14.31,11.27,32.34
2014,6,24,21.98,24.75,84.16,996.49,3.13,13.95,99.45
2014,6,25,29.64,15.98,76.47,1025.14,13.27,2.61,166.99
2014,6,26,14.26,1.72,47.75,1033.01,15.62,11.06,0.0
2014,6,27,30.33,16.64,53.47,1031.06,5.22,6.45,0.0
2014,6,28,8.66,16.93,68.93,1047.14,14.91,11.84,63.4
2014,6,29,21.57,29.32,59.37,994.72,11.22,3.9,0.0
2014,6,30,5.41,14.6,71.6,1040.8,14.95,10.46,198.04
2014,7,1,26.43,20.48,54.05,1006.13,8.02,11.93,0.0
2014,7,2,19.36,7.02,37.87,1023.65,17.4,7.53,0.0
2014,7,3,18.97,4.29,93.91,992.75,12.04,12.02,22.31
2014,7,4,15.69,10.02,40.89,1041.91,11.31,5.22,0.0
2014,7,5,21.56,12.31,86.75,1022.22,5.62,9.36,98.51
2014,7,6,29.73,10.6,64.19,981.93,4.39,12.89,104.52
2014,7,7,22.94,18.63,37.18,1008.18,4.65,7.34,0.0
2014,7,8,27.09,4.67,41.9,986.41,7.5,5.85,0.0
2014,7,9,9.31,0.43,76.23,1007.64,7.22,13.51,139.33
2014,7,10,22.86,4.09,46.38,1042.72,18.22,3.58,0.0
2014,7,11,33.51,26.67,62.34,1045.5,12.36,12.93,166.21
2014,7,12,4.58,8.15,42.44,1048.19,2.85,7.25,0.0
2014,7,13,25.15,7.6,93.31,1018.66,17.27,10.72,163.65
2014,7,14,29.07,27.02,71.22,1026.92,19.09,4.27,1.77
2014,7,15,21.65,5.49,67.42,1039.27,18.47,14.76,120.14
2014,7,16,4.17,10.01,41.53,1004.16,14.86,14.58,0.0
2014,7,17,20.66,10.41,97.15,1000.64,16.34,3.72,121.79
2014,7,18,14.58,22.34,74.64,1035.31,14.33,9.71,144.38
2014,7,19,0.43,13.86,66.25,1005.33,11.22,8.45,183.9
2014,7,20,33.54,20.57,86.42,1023.18,10.5,14.56,119.18
2014,7,21,34.46,26.86,80.69,1037.23,13.74,3.8,155.92
2014,7,22,9.49,9.33,72.11,1041.96,9.17,13.19,37.7
2014,7,23,26.23,26.75,79.47,986.7,12.0,5.56,42.65
2014,7,24,31.87,23.28,43.75,1001.97,19.95,6.19,0.0
2014,7,25,7.51,6.05,65.09,1012.12,17.98,6.84,115.87
2014,7,26,34.14,22.78,42.17,1038.22,15.2,10.25,0.0
2014,7,27,13.5,11.56,72.03,1008.91,5.18,9.48,148.85
2014,7,28,4.4,3.35,51.16,1027.23,16.47,3.53,0.0
2014,7,29,12.12,2.46,98.45,1007.08,4.68,8.01,48.08
2014,7,30,15.44,23.08,49.91,1004.24,11.07,3.67,0.0
2014,7,31,34.86,21.53,44.7,1007.56,9.36,5.51,0.0
2014,8,1,16.82,29.52,43.88,1033.37,1.62,11.82,0.0
2014,8,2,13.99,20.07,50.02,1024.85,10.52,14.51,0.0
2014,8,3,22.27,4.53,91.42,1003.94,15.33,0.47,91.41
2014,8,4,1.18,11.88,46.01,1009.89,1.11,7.77,0.0
2014,8,5,29.63,7.03,90.69,1015.18,11.87,11.43,138.47
2014,8,6,22.8,19.87,98.58,993.39,12.11,6.86,196.39
2014,8,7,0.07,12.64,93.98,1007.31,8.08,6.1,106.43
2014,8,8,13.04,16.54,87.55,1040.43,14.58,3.96,180.02
2014,8,9,17.78,1.89,77.17,1030.02,18.23,2.95,86.54
2014,8,10,32.27,13.98,45.48,1007.69,15.09,6.39,0.0
2014,8,11,9.27,3.73,50.83,1028.99,1.01,8.62,0.0
2014,8,12,4.32,16.25,94.75,1012.7,14.19,12.47,75.15
2014,8,13,16.73,17.89,83.26,1029.72,14.59,14.64,123.63
2014,8,14,25.28,20.1,44.52,1006.64,10.17,13.15,0.0
2014,8,15,13.81,19.04,95.0,1038.22,6.48,5.78,165.41
2014,8,16,22.62,1.09,32.3,989.74,9.95,6.04,0.0
2014,8,17,7.94,5.85,94.79,1020.17,12.48,3.07,135.4
2014,8,18,7.46,20.73,84.9,1046.16,11.01,4.51,96.26
2014,8,19,27.18,26.95,36.73,1048.11,4.93,11.15,0.0
2014,8,20,33.65,15.57,72.9,1028.25,2.27,1.86,59.6
2014,8,21,30.74,12.29,37.14,995.02,4.33,0.24,0.0
2014,8,22,11.95,7.04,83.6,1001.07,12.06,4.9,128.9
2014,8,23,27.86,21.73,43.95,998.09,4.04,1.18,0.0
2014,8,24,23.47,25.9,54.77,1018.77,5.57,0.35,0.0
2014,8,25,0.23,29.61,62.72,1047.8,18.1,6.05,102.99
2014,8,26,0.34,5.31,65.81,1024.5,10.03,1.48,117.32
2014,8,27,4.35,14.16,42.13,1009.88,19.51,13.35,0.0
2014,8,28,5.95,2.13,71.69,1022.29,12.18,3.92,183.89
2014,8,29,23.46,18.91,44.91,993.19,2.78,1.3,0.0
2014,8,30,18.37,13.77,45.85,1009.75,4.2,7.1,0.0
2014,8,31,0.92,12.93,64.89,1033.83,8.04,3.44,185.53
2014,9,1,27.79,2.21,43.94,1021.89,5.69,3.58,0.0
2014,9,2,1.12,17.92,79.0,1009.26,12.92,11.38,56.94
2014,9,3,3.17,6.95,87.15,980.01,10.03,11.98,38.54
2014,9,4,25.49,21.21,31.49,1044.21,3.27,2.63,0.0
2014,9,5,33.42,4.65,98.81,997.5,5.28,0.51,141.63
2014,9,6,1.18,14.13,31.18,1022.75,18.4,0.93,0.0
2014,9,7,7.17,10.52,39.54,1022.08,18.13,0.26,0.0
2014,9,8,2.72,8.07,38.26,1004.19,7.21,12.4,0.0
2014,9,9,16.74,19.56,62.43,1001.07,18.64,7.08,50.2
2014,9,10,2.31,2.92,75.92,1046.46,12.03,0.49,119.84
2014,9,11,19.83,23.58,64.66,1044.99,13.29,1.69,158.17
2014,9,12,12.49,19.52,56.99,1020.95,6.81,7.93,0.0
2014,9,13,31.72,18.43,70.76,991.26,12.55,11.12,156.35
2014,9,14,28.43,23.82,64.61,997.43,11.97,6.47,122.96
2014,9,15,14.85,7.14,72.45,1002.43,1.12,3.41,124.7
2014,9,16,5.52,17.08,51.72,985.42,3.46,4.77,0.0
2014,9,17,3.45,20.05,69.0,1005.13,4.99,12.72,138.33
2014,9,18,32.18,13.74,83.02,1009.76,15.92,8.82,178.17
2014,9,19,22.88,28.37,44.7,1029.57,6.31,12.85,0.0
2014,9,20,0.24,10.71,65.37,1025.66,9.14,10.13,161.55
2014,9,21,24.19,12.89,88.31,1006.18,1.03,4.32,90.88
2014,9,22,27.71,14.83,39.89,1025.53,11.48,6.91,0.0
2014,9,23,2.33,23.65,52.41,1030.33,8.55,10.64,0.0
2014,9,24,25.73,2.07,69.53,989.32,10.61,5.08,184.78
2014,9,25,29.83,19.26,57.47,1017.7,15.42,8.66,0.0
2014,9,26,22.92,23.36,71.45,1011.94,8.76,6.53,91.12
2014,9,27,34.54,28.07,44.3,1026.06,8.18,0.77,0.0
2014,9,28,29.73,18.21,96.96,1037.03,4.33,5.52,143.46
2014,9,29,7.91,10.48,98.4,997.56,11.44,6.7,177.69
2014,9,30,13.31,21.45,85.86,1031.66,16.72,6.42,22.58
2014,10,1,28.05,26.98,75.16,1025.62,5.96,11.46,186.02
2014,10,2,12.61,0.49,52.44,991.74,4.06,12.74,0.0
2014,10,3,17.03,26.15,46.62,995.18,7.16,10.05,0.0
2014,10,4,28.3,15.15,36.95,981.66,7.13,12.11,0.0
2014,10,5,15.1,8.49,77.51,1049.66,9.25,4.49,166.15
2014,10,6,7.85,6.92,75.86,989.8,10.99,12.06,171.05
2014,10,7,19.04,4.62,41.05,1047.23,15.76,8.68,0.0
2014,10,8,12.2,17.61,83.74,989.79,3.25,8.38,67.25
2014,10,9,0.2,29.24,51.37,1018.8,1.45,0.7,0.0
2014,10,10,25.89,17.53,77.85,1003.16,15.18,8.19,87.28
2014,10,11,18.5,2.08,40.88,1031.48,9.03,7.7,0.0
2014,10,12,22.62,10.43,74.23,989.76,2.33,3.94,90.98
2014,10,13,1.96,13.68,84.89,1011.87,18.78,6.35,46.7
2014,10,14,0.42,11.76,96.76,984.08,7.54,10.52,123.07
2014,10,15,28.51,1.54,61.19,990.99,4.38,14.15,97.25
2014,10,16,9.68,7.31,40.53,1010.57,18.67,2.58,0.0
2014,10,17,12.07,20.84,51.37,1004.93,10.3,1.31,0.0
2014,10,18,17.44,29.69,60.21,1025.98,3.74,10.85,175.97
2014,10,19,19.45,11.52,39.04,1008.26,5.54,9.59,0.0
2014,10,20,5.87,21.08,68.95,1037.99,7.05,3.59,173.95
2014,10,21,19.56,3.92,97.95,999.99,14.61,6.27,164.89
2014,10,22,11.33,29.75,79.43,1000.37,4.02,13.99,188.36
2014,10,23,34.08,24.03,69.2,1017.52,14.9,2.7,57.85
2014,10,24,13.7,24.84,89.38,1024.84,18.6,14.59,174.71
2014,10,25,15.31,27.52,66.95,991.84,4.77,0.6,29.5
2014,10,26,16.94,19.29,96.28,1040.64,8.78,1.13,16.86
2014,10,27,28.9,25.12,75.97,990.88,6.37,14.47,195.19
2014,10,28,28.66,7.3,68.39,1025.76,2.55,10.45,149.78
2014,10,29,15.49,24.39,45.34,989.99,4.96,12.36,0.0
2014,10,30,19.32,12.05,61.66,1015.86,7.45,12.8,38.51
2014,10,31,5.22,12.76,96.88,1037.98,16.66,13.27,108.15
2014,11,1,32.78,5.18,39.27,1025.69,14.64,8.07,0.0
2014,11,2,23.84,18.49,54.13,1038.84,5.47,8.17,0.0
2014,11,3,14.52,20.68,47.13,983.9,16.81,14.7,0.0
2014,11,4,24.3,29.36,91.27,1012.62,16.88,12.97,33.04
2014,11,5,12.4,11.54,93.22,1037.56,12.43,13.27,161.53
2014,11,6,2.93,22.5,93.88,1020.92,1.45,4.18,142.97
2014,11,7,25.3,20.77,77.06,1007.62,18.27,1.19,184.35
2014,11,8,22.78,21.2,39.59,1002.13,17.03,13.53,0.0
2014,11,9,18.76,10.24,79.92,1043.49,6.0,7.22,86.87
2014,11,10,2.77,25.22,42.93,1038.76,10.11,3.85,0.0
2014,11,11,27.96,16.26,86.78,1007.09,4.44,1.52,184.73
2014,11,12,17.31,5.21,50.36,1022.11,1.49,9.69,0.0
2014,11,13,28.88,29.65,71.38,986.81,8.6,6.05,132.08
2014,11,14,2.34,1.41,43.77,1022.23,3.72,7.08,0.0
2014,11,15,17.43,26.42,86.44,1027.88,15.53,13.32,170.46
2014,11,16,24.68,6.94,60.72,1037.71,2.28,12.5,77.07
2014,11,17,21.78,6.59,31.97,1036.62,9.32,3.83,0.0
2014,11,18,26.41,6.41,42.24,981.72,17.42,2.86,0.0
2014,11,19,33.27,24.71,47.15,980.07,1.04,2.95,0.0
2014,11,20,29.09,12.43,72.35,987.85,12.72,2.81,128.11
2014,11,21,3.21,18.66,37.49,1019.89,2.21,11.71,0.0
2014,11,22,16.54,22.37,37.5,984.41,6.63,4.14,0.0
2014,11,23,23.84,17.12,52.03,1012.98,13.79,10.7,0.0
2014,11,24,31.31,26.23,91.68,1046.51,14.47,3.64,78.77
2014,11,25,6.33,12.51,70.98,997.23,5.58,9.24,2.79
2014,11,26,2.08,5.48,56.98,1023.89,1.25,8.23,0.0
2014,11,27,3.03,29.97,47.4,997.07,16.95,11.22,0.0
2014,11,28,3.15,0.79,72.41,1023.54,6.66,8.5,59.0
2014,11,29,15.19,5.88,54.67,1011.95,6.58,3.21,0.0
2014,11,30,32.11,15.16,75.54,1022.27,7.29,2.45,105.62
2014,12,1,33.6,17.84,91.46,1014.21,11.85,7.17,197.74
2014,12,2,10.35,19.82,46.54,1033.56,9.68,2.52,0.0
2014,12,3,28.21,25.68,73.38,993.04,17.15,6.14,87.09
2014,12,4,28.64,14.82,37.49,993.0,4.41,3.22,0.0
2014,12,5,18.04,8.27,59.39,1006.23,17.57,5.81,0.0
2014,12,6,24.19,11.08,93.27,1032.38,7.95,2.46,80.85
2014,12,7,10.47,29.04,61.61,999.43,3.84,2.7,113.27
2014,12,8,20.19,16.7,93.57,1009.58,15.28,9.63,157.22
2014,12,9,20.78,1.2,70.26,1014.79,9.12,7.93,56.39
2014,12,10,17.8,23.67,48.44,986.67,15.58,8.16,0.0
2014,12,11,20.83,22.53,32.45,1027.35,5.6,11.02,0.0
2014,12,12,3.31,1.08,38.05,1007.8,15.8,6.61,0.0
2014,12,13,11.13,4.79,43.21,987.25,18.38,5.73,0.0
2014,12,14,7.78,6.09,90.97,1019.67,10.88,1.56,62.56
2014,12,15,24.36,15.74,60.84,1000.49,6.89,4.22,17.01
2014,12,16,25.76,7.88,46.01,1023.84,9.57,11.6,0.0
2014,12,17,19.09,20.68,98.76,1047.66,19.94,8.51,2.24
2014,12,18,25.13,8.03,80.06,1029.36,8.65,9.19,147.94
2014,12,19,20.43,25.33,85.26,980.66,7.15,11.54,35.96
2014,12,20,25.19,26.82,94.34,1016.5,5.51,3.75,13.33
2014,12,21,17.53,14.46,93.07,1007.86,3.91,8.25,126.73
2014,12,22,9.35,26.64,86.41,1010.97,3.73,1.33,109.28
2014,12,23,34.57,19.02,81.76,1024.35,10.73,6.65,124.93
2014,12,24,32.03,7.31,80.51,1036.03,15.35,10.86,148.21
2014,12,25,27.49,13.19,70.03,1005.47,12.05,14.82,90.76
2014,12,26,23.81,26.1,63.56,1033.4,10.94,1.05,171.93
2014,12,27,15.66,25.7,70.76,987.73,19.21,3.68,73.91
2014,12,28,31.06,8.92,73.42,1036.63,1.66,5.96,143.97
2014,12,29,19.61,13.05,82.25,1026.4,6.46,2.33,98.01
2014,12,30,1.75,8.34,91.1,1002.98,19.84,3.37,66.71
2014,12,31,14.67,11.93,91.42,990.05,6.2,14.45,11.45
2015,1,1,3.2,7.0,35.93,1009.73,15.93,9.23,0.0
2015,1,2,12.3,8.76,63.06,1007.47,6.77,10.66,177.22
2015,1,3,21.65,4.33,97.32,1001.44,16.88,9.99,133.53
2015,1,4,5.69,27.89,87.04,1039.98,1.39,1.48,195.54
2015,1,5,5.92,3.16,60.04,1039.2,15.77,12.86,113.62
2015,1,6,25.74,3.41,59.8,1047.65,15.28,14.34,0.0
2015,1,7,29.55,18.69,32.5,988.43,5.54,13.79,0.0
2015,1,8,6.16,6.75,95.68,1033.01,17.33,13.65,87.13
2015,1,9,25.64,28.58,34.63,997.0,10.77,7.06,0.0
2015,1,10,22.86,8.7,86.75,1045.95,14.11,13.33,150.7
2015,1,11,23.14,4.67,74.32,984.45,3.47,5.12,96.79
2015,1,12,27.63,29.85,98.08,1010.89,5.39,14.55,20.99
2015,1,13,10.69,2.67,75.09,1044.17,11.14,12.21,45.13
2015,1,14,20.1,29.71,36.37,996.65,5.07,4.08,0.0
2015,1,15,29.78,17.85,34.56,981.15,15.86,7.43,0.0
2015,1,16,24.84,0.71,99.02,990.07,5.1,10.32,105.64
2015,1,17,28.79,29.62,78.31,1015.38,13.05,3.82,25.66
2015,1,18,15.38,29.11,87.86,1012.6,15.11,4.5,107.2
2015,1,19,8.77,8.34,91.28,982.61,18.57,14.65,20.32
2015,1,20,29.98,2.55,45.19,997.55,18.07,0.02,0.0
2015,1,21,33.18,6.48,75.35,1006.56,3.81,7.22,62.3
2015,1,22,17.26,1.21,35.37,1003.02,7.8,5.81,0.0
2015,1,23,24.65,9.94,98.76,1029.27,3.23,5.63,10.87
2015,1,24,25.69,19.34,87.05,1011.8,11.8,10.52,69.92
2015,1,25,9.94,7.68,77.56,1008.89,2.88,13.37,90.39
2015,1,26,5.23,7.32,98.05,1044.02,14.78,14.96,81.65
2015,1,27,27.0,23.87,91.61,983.9,9.54,5.64,75.56
2015,1,28,13.44,21.68,45.27,1009.5,8.71,12.19,0.0
2015,1,29,32.69,14.08,47.7,1024.61,4.09,3.07,0.0
2015,1,30,2.44,5.71,85.52,983.06,18.16,6.27,166.09
2015,1,31,3.93,12.56,47.56,1002.67,13.65,4.42,0.0
2015,2,1,3.04,19.08,99.63,1044.9,9.24,0.49,149.83
2015,2,2,29.1,28.75,49.82,1031.8,3.72,7.94,0.0
2015,2,3,2.87,15.83,74.49,1002.12,13.69,10.24,70.23
2015,2,4,20.36,10.94,94.78,1007.83,3.95,13.03,96.73
2015,2,5,14.64,23.93,33.35,1012.23,4.6,4.92,0.0
2015,2,6,0.18,23.47,90.35,1027.45,17.07,8.44,171.9
2015,2,7,7.84,9.45,64.53,981.29,12.53,6.31,23.3
2015,2,8,22.57,29.62,57.25,990.07,9.18,2.61,0.0
2015,2,9,30.64,16.46,70.71,1049.81,17.86,8.97,56.1
2015,2,10,18.43,13.97,77.75,1044.94,14.75,14.99,31.66
2015,2,11,11.53,28.21,86.87,1018.78,3.07,7.43,47.19
2015,2,12,12.58,4.46,61.04,1035.7,8.59,9.57,110.97
2015,2,13,31.36,28.7,66.89,1010.47,4.34,2.04,134.92
2015,2,14,30.32,25.45,82.39,982.77,6.6,0.69,6.52
2015,2,15,14.07,22.07,95.34,1038.33,9.93,3.15,28.84
2015,2,16,31.92,11.86,43.9,1033.12,5.37,10.5,0.0
2015,2,17,12.53,19.0,68.62,1043.65,3.27,8.46,152.32
2015,2,18,19.15,22.99,61.98,1032.05,11.43,13.15,183.05
2015,2,19,21.35,25.4,93.28,1036.63,11.53,5.24,141.39
2015,2,20,14.11,22.63,86.93,1012.47,18.87,9.47,161.1
2015,2,21,16.15,17.09,72.06,1022.46,11.47,14.08,145.56
2015,2,22,15.58,24.62,81.24,1011.69,13.6,8.65,94.4
2015,2,23,25.51,14.92,99.12,1047.74,19.3,13.2,75.21
2015,2,24,15.72,5.47,70.61,993.19,10.67,9.63,108.77
2015,2,25,24.85,24.27,56.02,981.07,14.55,2.22,0.0
2015,2,26,4.03,29.09,45.89,1020.44,1.02,10.8,0.0
2015,2,27,6.25,4.0,74.37,1025.62,4.85,9.59,153.61
2015,2,28,14.33,23.21,42.01,1000.59,7.67,9.64,0.0
2015,3,1,29.07,2.85,30.11,1015.34,19.32,5.34,0.0
2015,3,2,2.98,0.84,32.77,1044.81,4.72,12.85,0.0
2015,3,3,1.82,0.79,99.41,1016.5,19.68,2.03,52.0
2015,3,4,11.3,2.53,83.16,1042.6,9.93,9.95,60.54
2015,3,5,18.77,4.95,64.25,1043.9,10.2,3.89,0.74
2015,3,6,30.41,20.38,82.53,999.4,13.87,4.18,92.34
2015,3,7,11.25,29.49,49.71,1038.66,18.74,3.77,0.0
2015,3,8,28.67,7.85,38.5,1012.15,1.95,9.36,0.0
2015,3,9,25.48,11.37,41.09,1036.16,9.83,14.31,0.0
2015,3,10,24.21,8.52,94.72,1016.35,19.9,4.87,139.7
2015,3,11,18.03,4.95,50.75,1019.56,9.72,13.89,0.0
2015,3,12,9.15,25.28,50.19,999.24,17.29,9.34,0.0
2015,3,13,31.2,25.91,60.93,1038.65,18.73,3.18,170.51
2015,3,14,7.92,21.66,87.64,1033.5,7.52,5.27,54.94
2015,3,15,12.69,4.59,48.33,1049.27,12.42,9.34,0.0
2015,3,16,23.58,21.37,51.76,990.59,16.39,0.64,0.0
2015,3,17,10.31,25.43,60.13,1026.12,15.23,11.56,68.33
2015,3,18,23.06,27.55,70.62,1014.26,15.11,3.9,169.41
2015,3,19,26.87,17.45,51.62,1009.72,5.92,1.42,0.0
2015,3,20,21.74,1.53,36.32,1000.61,14.95,12.26,0.0
2015,3,21,27.81,28.69,36.16,1046.0,9.64,0.19,0.0
2015,3,22,29.4,25.17,59.54,1042.9,19.24,1.9,0.0
2015,3,23,17.43,28.1,90.37,1036.8,5.1,0.55,117.9
2015,3,24,0.21,23.54,56.7,1002.67,14.68,6.77,0.0
2015,3,25,30.35,0.32,50.05,1022.73,7.45,14.26,0.0
2015,3,26,2.24,21.59,82.27,1049.79,7.44,7.12,135.23
2015,3,27,9.02,18.98,40.24,1015.18,19.37,4.0,0.0
2015,3,28,18.25,13.1,50.75,1019.19,7.12,12.3,0.0
2015,3,29,6.37,13.81,47.88,1044.09,16.58,6.62,0.0
2015,3,30,11.83,3.25,44.64,1001.04,18.31,2.05,0.0
2015,3,31,28.71,12.67,31.42,1005.59,16.04,5.49,0.0
2015,4,1,14.67,22.65,34.43,1040.93,7.25,0.4,0.0
2015,4,2,10.13,2.52,80.42,1014.87,10.45,2.32,59.23
2015,4,3,12.37,26.94,75.96,1019.5,4.98,0.17,22.12
2015,4,4,33.56,23.91,36.49,993.46,4.21,2.17,0.0
2015,4,5,0.87,5.6,75.3,1045.27,11.62,8.67,59.02
2015,4,6,27.48,10.99,96.51,1016.21,1.51,0.2,93.67
2015,4,7,2.4,28.89,85.22,1023.03,14.07,9.8,162.06
2015,4,8,8.87,21.3,73.63,1019.97,2.98,8.28,138.46
2015,4,9,0.64,23.12,85.54,1026.84,1.53,10.95,192.97
2015,4,10,18.32,29.23,54.44,994.14,13.97,8.68,0.0
2015,4,11,34.92,18.46,33.22,1021.85,12.34,1.29,0.0
2015,4,12,22.89,10.52,48.28,986.84,8.39,6.66,0.0
2015,4,13,27.94,15.47,48.01,1049.26,6.66,10.02,0.0
2015,4,14,30.18,10.92,67.18,1006.04,7.72,9.55,75.62
2015,4,15,16.17,18.38,41.33,1004.96,11.01,14.71,0.0
2015,4,16,24.17,28.9,47.86,1012.35,17.58,2.46,0.0
2015,4,17,9.82,28.62,53.14,1020.3,12.6,1.16,0.0
2015,4,18,6.59,20.97,94.89,1041.97,14.11,8.49,128.62
2015,4,19,31.74,11.79,35.25,981.39,12.94,3.54,0.0
2015,4,20,4.72,29.37,39.39,996.96,7.19,13.16,0.0
2015,4,21,0.05,26.75,59.82,1048.56,12.17,0.51,0.0
2015,4,22,11.21,19.5,34.59,1025.11,4.29,9.78,0.0
2015,4,23,8.07,7.66,83.94,1016.02,15.36,13.75,55.57
2015,4,24,3.08,13.54,51.41,1032.43,14.49,13.21,0.0
2015,4,25,2.55,23.23,35.93,1038.05,8.96,7.54,0.0
2015,4,26,32.0,13.51,43.21,1045.01,10.15,11.38,0.0
2015,4,27,33.68,13.93,34.67,1031.83,15.23,12.86,0.0
2015,4,28,32.22,21.53,52.02,1049.72,17.84,3.96,0.0
2015,4,29,31.16,28.88,56.75,1028.12,8.56,8.69,0.0
2015,4,30,15.88,6.19,73.99,1031.97,4.92,1.27,131.97
2015,5,1,6.66,6.07,67.6,1038.19,13.34,11.29,82.97
2015,5,2,27.95,8.4,53.54,991.9,16.3,5.76,0.0
2015,5,3,27.73,12.25,75.67,1040.88,9.78,11.65,151.68
2015,5,4,10.86,28.39,82.54,983.96,19.57,2.96,65.14
2015,5,5,29.75,19.11,78.18,1047.21,19.66,5.87,26.61
2015,5,6,23.39,15.24,95.89,1021.49,10.71,13.21,68.48
2015,5,7,16.3,10.98,74.81,1017.52,15.92,4.43,4.58
2015,5,8,25.86,20.73,33.64,984.48,1.66,14.3,0.0
2015,5,9,33.77,3.12,57.99,985.93,14.5,9.35,0.0
2015,5,10,30.22,21.5,55.83,998.34,3.82,1.94,0.0
2015,5,11,34.96,15.0,45.37,1008.15,6.72,9.69,0.0
2015,5,12,4.18,4.08,75.37,1027.09,2.59,10.07,157.75
2015,5,13,3.74,16.24,73.96,980.62,11.23,9.77,135.21
2015,5,14,11.14,10.33,43.18,1033.65,3.15,10.22,0.0
2015,5,15,1.4,2.85,41.84,1012.22,10.98,9.46,0.0
2015,5,16,26.34,26.42,34.5,982.48,11.21,3.14,0.0
2015,5,17,0.21,9.68,37.49,1015.81,18.42,6.48,0.0
2015,5,18,21.4,26.19,55.99,1016.21,9.58,6.39,0.0
2015,5,19,7.46,12.11,62.47,1030.37,9.73,4.65,22.62
2015,5,20,25.98,4.37,69.28,1039.24,17.52,5.11,142.12
2015,5,21,16.03,9.92,36.34,1028.14,19.9,7.86,0.0
2015,5,22,17.02,6.15,75.28,1049.12,12.55,13.64,168.53
2015,5,23,29.64,6.77,88.71,1017.55,9.24,7.04,99.82
2015,5,24,19.32,9.63,51.44,1009.01,18.24,6.88,0.0
2015,5,25,18.6,1.14,99.15,988.9,17.44,5.71,21.3
2015,5,26,34.15,9.91,57.61,1023.66,18.65,8.14,0.0
2015,5,27,30.05,22.93,98.14,1017.64,5.23,4.55,55.85
2015,5,28,30.59,16.39,54.39,1004.06,16.59,8.61,0.0
2015,5,29,8.33,20.43,89.03,1003.67,12.4,5.31,39.75
2015,5,30,9.67,5.3,72.66,982.93,14.47,14.89,98.92
2015,5,31,27.67,29.21,57.81,993.01,9.2,4.09,0.0
2015,6,1,23.92,18.83,68.85,989.35,11.43,9.37,163.98
2015,6,2,30.13,18.23,48.6,982.53,17.72,12.03,0.0
2015,6,3,31.78,18.7,57.91,998.5,15.79,7.71,0.0
2015,6,4,34.5,27.03,77.48,1010.52,9.77,11.68,74.66
2015,6,5,5.24,3.36,73.38,996.66,1.74,1.46,138.87
2015,6,6,31.13,12.15,87.56,1000.56,7.01,10.38,158.74
2015,6,7,12.74,4.74,78.13,1034.22,13.18,12.32,197.55
2015,6,8,16.82,0.99,43.19,1045.97,3.31,5.76,0.0
2015,6,9,7.58,9.62,91.28,986.09,15.81,6.54,53.08
2015,6,10,19.09,20.68,78.44,1023.25,5.98,4.35,66.98
2015,6,11,19.85,22.3,31.37,1013.86,16.4,10.09,0.0
2015,6,12,19.54,20.17,30.67,1045.11,4.3,6.43,0.0
2015,6,13,14.52,10.81,64.96,1016.35,9.61,4.49,83.78
2015,6,14,17.55,24.26,56.12,1010.94,6.85,12.76,0.0
2015,6,15,25.7,1.11,55.56,1004.36,4.29,6.66,0.0
2015,6,16,27.37,21.76,89.03,1018.23,11.78,11.16,69.86
2015,6,17,5.19,14.32,83.19,996.9,4.17,0.81,154.74
2015,6,18,14.56,22.85,64.71,995.32,10.26,2.82,64.62
2015,6,19,1.59,15.42,40.57,1005.38,15.36,13.84,0.0
2015,6,20,1.34,21.9,32.1,1010.11,10.19,5.74,0.0
2015,6,21,15.88,23.13,82.26,1037.41,19.93,4.07,131.59
2015,6,22,30.75,21.03,69.85,1037.94,3.43,12.79,53.4
2015,6,23,13.77,2.6,72.67,1017.67,2.1,5.87,192.83
2015,6,24,1.55,13.3,30.34,1040.61,2.8,8.43,0.0
2015,6,25,17.26,6.09,95.0,993.4,13.12,13.62,189.44
2015,6,26,33.21,9.59,43.21,1003.13,4.22,8.55,0.0
2015,6,27,31.86,19.4,97.82,1017.69,1.59,10.35,50.57
2015,6,28,20.55,17.48,72.03,1020.35,17.66,8.85,199.67
2015,6,29,19.62,9.18,32.2,1016.98,16.39,5.36,0.0
2015,6,30,33.64,1.48,60.81,991.03,16.49,10.9,149.27
2015,7,1,17.27,1.88,91.86,992.26,16.45,2.52,185.43
2015,7,2,7.84,15.29,75.81,981.38,5.05,8.59,34.51
2015,7,3,14.08,9.99,84.62,1026.32,18.44,9.4,28.31
2015,7,4,15.09,27.84,40.78,991.13,1.83,11.99,0.0
2015,7,5,4.24,4.39,76.84,1042.95,2.02,12.66,84.6
2015,7,6,0.86,15.12,99.28,1019.88,6.06,10.36,118.91
2015,7,7,30.87,12.3,73.09,1002.68,7.5,3.43,36.94
2015,7,8,31.14,1.88,58.89,1022.69,2.55,5.46,0.0
2015,7,9,4.25,19.44,96.98,1020.27,17.52,11.82,90.99
2015,7,10,21.01,19.91,69.81,982.97,17.16,9.54,84.62
2015,7,11,28.93,13.39,73.82,1049.23,10.59,4.94,53.3
2015,7,12,12.92,1.88,73.38,1043.2,1.68,5.25,40.86
2015,7,13,32.22,22.49,82.37,1004.02,14.75,13.88,1.24
2015,7,14,26.34,0.66,96.16,1005.15,10.35,6.34,42.87
